id,location,latitude,longitude,postalCode,walkScore,propertyType,style,yearBuilt,bedrooms,bathrooms,parking,garage,lotDepth,lotFrontage,price
823,"111+Queen+Mary+Street,Overbrook+Ottawa",45.4247711,-75.6598329,,55,Single Family,,,3,4,,,,,"823,900"
824,"1807+-+203+Catherine+Street,Centre+Town+Ottawa",45.4102353,-75.6911328,K2P 1J5,91,Residential,Apartment,2019,2,2,1,1,0,0,"714,900"
825,"416+-+224+Lyon+Street,Centre+Town+Ottawa",45.4113946,-75.6989499,K1R 0C1,92,Residential,Apartment,2015,2,2,1,1,0,0,"649,900"
826,"11+Fairhaven+Way,Ottawa",45.4477366,-75.6358165,K1K 0R4,20,Residential,Detached,1986,3,3,12,2,45.6,43.24,"1,590,000"
827,"1001+-+428+Sparks+Street,Center+Town+Ottawa",45.4176326,-75.708778,K1R 0B3,84,Residential,Apartment,2015,1,1,1,0,0,0,"469,900"
828,"166+Huron+Avenue,Wellington+Village+Ottawa",45.3988925,-75.7328904,K1Y 0W4,93,Residential,Detached,1915,7,4,6,2,31.7,17.98,"1,785,000"
829,"559+Highcroft+Avenue,Westboro+Ottawa",45.3871204,-75.7493457,K1Z 5J6,67,Multifamily,,1960,,,3,0,33.53,15.24,"1,349,000"
830,"559+Highcroft+Avenue,Westboro+Ottawa",45.3871204,-75.7493457,K1Z 5J6,67,Multifamily,,1960,,,3,0,33.53,15.24,"1,349,000"
831,"2026+Carp+Road,Stittsville+Ottawa",45.2737507,-75.9475789,K0A 1L0,19,Commercial,,,,,,,45.77,39.05,"549,900"
832,"20+Dunham+Street,Cardinal+Heights+Ottawa",45.4391182,-75.6093979,K1J 7L6,44,Lots/Acreage,,,,,,,54.86,18.44,"539,000"
833,"112+Helen+Rapp+Way,Findlay+Creek+Ottawa",45.3133517,-75.6002176,K1T 0N4,23,Residential,Detached,2014,4,4,4,2,30.91,15.24,"1,140,000"
834,"3+Burdock+Grove,Orchard+Estates+Ottawa",45.2761031,-75.7894121,K2R 1A1,7,Residential,Detached,1984,5,3,10,2,73.15,64.62,"1,679,000"
835,"20+Dunham+Street,Cardinal+Heights+Ottawa",45.4391182,-75.6093979,K1J 7L6,44,Lots/Acreage,,,,,,,54.86,18.44,"539,000"
836,"267+Ste+Anne+Street,Vanier+Ottawa",45.438233,-75.6579784,K1L 7C3,76,Residential,Detached,,3,1,3,0,0,10.06,"425,000"
837,"276+Murray+Street,Lower+Town+Ottawa",45.4323004,-75.6872735,K1N 5N2,93,Residential,Row Unit,1910,3,1,2,0,30.68,5.66,"512,900"
838,"217+Crerar+Avenue,Carlington+Ottawa",45.3844687,-75.7316458,K1Z 7P4,77,Residential,Detached,,3,3,2,2,32.55,9.68,"599,900"
839,"1020+-+1227+Wellington+Street,Ottawa+Ottawa",45.4240683,-75.6967382,,�,,2-Storey,,3,3,,,,,
840,"1106+-+1505+Baseline+Road,Ottawa+Ottawa",45.3488007,-75.768564,,44,,Apartment,,2,1,,,,,"299,900"
841,"204+-+555+Anand+Private,Riverside+Park+South+Ottawa",45.3686936,-75.6648695,K1V 2P7,69,Residential,Apartment,2015,2,2,1,1,0,0,"439,900"
842,"12+Adelaide+Street,The+Glebe+Ottawa",45.4022715,-75.6843849,K1S 3S1,87,Residential,Detached,1892,5,3,3,0,26.82,9.25,"1,199,900"
843,"1185+Shillington+Avenue,Carlington+Ottawa",45.3816509,-75.726867,K1Z 7Z5,57,Multifamily,,1945,,,4,0,30.48,15.24,"875,000"
844,"50+Whitemarl+Drive,Rockcliffe+Park+Ottawa",45.4503313,-75.6644302,K1L 8J6,30,Residential,Detached,1983,4,4,4,2,31.62,22.25,"1,698,000"
845,"25+Helmsdale+Drive,Ottawa",45.3533896,-75.9209324,K2K 2S2,38,Residential,Row Unit,1996,3,2,3,1,35.97,6.4,"465,000"
846,"17+Fourth+Avenue,The+Glebe+Ottawa",45.4044198,-75.6833761,K1S 2K8,85,Multifamily,,,,,3,,31.39,7.62,"1,290,000"
847,"2705+Wyldewood+Street,Emerald+Woods+Ottawa",45.3448188,-75.6442974,K1T 2S1,40,Residential,Detached,1985,4,4,4,2,30.5,18.3,"1,089,000"
848,"657+Apollo+Way,Fallingbrook+Ottawa",45.4768374,-75.4853429,K4A 1T3,39,Residential,Detached,1984,4,3,5,2,27,18.65,"595,000"
849,"636+Gabriola+Way,Richardson+Ridge+Ottawa",45.317411,-75.9435423,K2T 0M1,1,Residential,Detached,2018,4,3,4,2,31.7,12.8,"935,999"
850,"401+-+1035+Bank+Street,Glebe+Ottawa",45.4131769,-75.6944235,K1S 5K3,86,Residential,Apartment,2016,1,2,1,1,0,0,"574,900"
851,"4+-+320+Fenerty+Court,Katimavik+Ottawa",45.3068279,-75.8980566,K2L 3A8,41,Residential,Apartment,1983,2,2,1,0,0,0,"195,000"
852,"1204+-+118+Holmwood+Avenue,Glebe+Ottawa",45.3997497,-75.6860095,K1S 5J5,88,Residential,Apartment,2014,1,1,1,1,0,0,"589,900"
853,"824+Nesbitt+Place,Ottawa+Ottawa",45.3674795,-75.6994763,,�,,2-Storey,,4,3,,,,,
854,"parking+spot+66+Strathaven+Private,Cyrville+Ottawa",45.4213601,-75.6942895,K1J 1K7,75,Residential,,2004,0,,1,0,0,0,"15,000"
855,"3856+Rideau+River+Road,Kemptville+Ottawa",45.0921257,-75.6251171,K0A 1W0,1,Residential,Detached,,3,3,2,2,30.48,42.98,"899,000"
856,"403+-+309+Cumberland+Street,Byward+Market+Ottawa",45.4282303,-75.6876841,K2J 2K4,96,Residential,Apartment,1985,2,2,1,1,0,0,"300,000"
857,"706+-+111+Champagne+Avenue,Little+Italy+Ottawa",45.3985318,-75.7109861,K1S 5V3,79,Residential,Apartment,2015,1,1,0,0,0,0,"344,900"
858,"2003+-+428+Sparks+Street,Centretown+Ottawa",45.4176326,-75.708778,K1R 0B3,81,Residential,Apartment,2015,2,3,1,1,0,0,"1,220,000"
859,"804+-+314+Central+Park+Drive,Central+Park+Ottawa",45.3682958,-75.7333981,K2C 4G4,44,Residential,Apartment,2008,2,2,1,1,0,0,"399,900"
860,"1116+Normandy+Crescent,Carleton+Heights+Ottawa",45.359235,-75.7108918,K2E 5A4,33,Residential,Detached,1976,4,3,8,2,30.48,21.35,"939,900"
861,"657+Blair+Road,Rothwell+Heights+Ottawa",45.4496196,-75.6165041,K1J 7M4,28,Lots/Acreage,,,,,,,53.34,22.86,"659,000"
862,"675+Blair+Road,Rothwell+Heights+Ottawa",45.4490892,-75.6161726,K1J 7M4,34,Lots/Acreage,,,,,,,56.56,22.69,"679,000"
863,"657+Blair+Road,Rothwell+Heights+Ottawa",45.4496196,-75.6165041,K1J 7M4,28,Lots/Acreage,,,,,,,53.34,22.86,"659,000"
864,"675+Blair+Road,Rothwell+Heights+Ottawa",45.4490892,-75.6161726,K1J 7M4,34,Lots/Acreage,,,,,,,56.56,22.69,"679,000"
865,"1539+Goth+Avenue,Sawmill+Creek+Ottawa",45.3478206,-75.6332345,K1T 1E3,38,Lots/Acreage,,,,,,,90.53,22.25,"899,000"
866,"6877+Harbour+Street,Fitzory+Harbour+Ottawa",45.4695543,-76.2145244,K0A 1X0,1,Multifamily,,,,,1,,50.29,20.12,"419,900"
867,"287+Zephyr+Avenue,Britannia+Ottawa",45.36471,-75.7964953,K2B 5Z7,43,Residential,Semi Detached,2019,5,4,2,1,30.48,7.62,"899,900"
868,"153+Ruskin+Avenue,Civic+Hospital+Ottawa",45.3918104,-75.7310797,K1Y 4B9,64,Lots/Acreage,,,,,,,26.82,14.63,"569,900"
869,"2503+-+1510+Riverside+Drive,Alta+Vista+Ottawa",45.3833142,-75.6857722,K1G 4X5,30,Residential,Apartment,1988,2,2,1,0,0,0,"485,000"
870,"1033+Maitland+Avenue+Avenue,Carlington+Business+Park+Ottawa",45.3798741,-75.7455428,K2C 2B8,40,Residential,Detached,1960,4,2,20,0,37.69,25.57,"1,288,000"
871,"670+Cole+Avenue,Wesboro+Ottawa",45.3820258,-75.752885,K2A 2B7,69,Multifamily,,1958,,,5,,36.27,12.95,"849,000"
872,"5030+Machardy+Road,Rural+Arnprior+Ottawa",45.429886,-76.278184,K7S 3G7,1,Lots/Acreage,,,,,,,414.38,306.43,"499,900"
873,"1008+-+179+Metcalfe+Street,Centretown+Ottawa",45.4189118,-75.693733,K2P 0W1,97,Residential,Apartment,2014,1,1,1,1,0,0,"445,000"
874,"404+-+200+Winterfell+Private,Hunt+Club+Park+Ottawa",45.372864,-75.6232838,K1G 4J1,33,Residential,Apartment,2016,2,2,1,1,0,0,"409,900"
875,"503+Bayview+Drive,Constance+Bay+Ottawa",45.5047942,-76.0855244,K0A 3M0,5,Residential,Detached,1993,1,1,2,0,38.1,10.67,"135,000"
876,"4446+Wildmint+Square,Riverside+South+Ottawa",45.2779709,-75.6866881,K1V 1N6,13,Residential,Row Unit,1999,2,3,2,1,33,6.1,"545,000"
877,"801+-+195+Besserer+Street,Sandy+Hill+Ottawa",45.4275212,-75.6869208,K1N 0B6,96,Residential,Apartment,2015,2,2,1,1,0,0,"680,000"
878,"439+Hilson+Avenue,Westboro+Ottawa",45.3934434,-75.7438507,K1Z 6C2,71,Lots/Acreage,,,,,,,88.09,24.38,"5,295,000"
879,"3+-+540+Fenerty+Court,Katimavik+Ottawa",45.307968,-75.8996885,K2L 3B1,41,Residential,Apartment,1983,2,2,1,0,0,0,"200,000"
880,"2+-+54+Rideau+Terrace,Lindenlea+Ottawa",45.4437118,-75.6786549,K1M 2A1,75,Residential,Apartment,1982,2,2,1,1,0,0,"720,000"
881,"48+Queen+Victoria+Street,New+Edinburgh+Ottawa",45.4408028,-75.6885083,K1M 2K4,44,Residential,Semi Detached,2016,3,4,3,1,18.35,9.12,"999,000"
882,"1059+Stormont+Street,Carleton+Heights+Ottawa",45.3582331,-75.7058178,K2C 0N1,37,Residential,Detached,1980,5,4,6,2,49.07,18.29,"1,320,000"
883,"2+Glenbrook+Way,Briargreen+Ottawa",45.3381621,-75.775357,K2G 0T9,21,Residential,Detached,1968,4,3,3,1,30.48,21.34,"649,900"
884,"1660+Century+Road,Kars+Ottawa",45.1970141,-75.713484,K0A 2E0,1,Lots/Acreage,,,,,,,191.02,112.77,"425,000"
885,"42+Qualicum+Street,Qualicum+Ottawa",45.3381881,-75.7973486,K2H 7G8,35,Residential,Detached,1965,4,2,4,2,38.1,30.48,"799,900"
886,"4464+Tranquility+Lane,Buckhams+Bay+West+Ottawa",45.4944625,-76.1028436,K0A 3M0,1,Residential,Detached,2005,3,3,10,2,68.12,30.48,"699,900"
887,"1906+-+900+Dynes+Drive,Carleton+Square+Ottawa",45.3695087,-75.7043794,K2C 3L6,51,Residential,Apartment,1975,2,1,1,1,0,0,"239,900"
888,"510+-+200+Besserer+Street,Sandy+Hill+Ottawa",45.431696,-75.676175,K1N 0A7,95,Residential,Apartment,2009,1,1,1,0,0,0,"387,900"
889,"32+Irving+Avenue,Hintonburg+Ottawa",45.4044626,-75.7225942,K1Y 1Z4,82,Multifamily,,1940,,,8,4,34.75,15.24,"1,479,000"
890,"4357+Louis+Forget+Road,Osgoode+Ottawa",45.1163845,-75.5374395,,1,,2-Storey,,3,3,,,,,"975,000"
891,"4357+Louis+Forget+Road,Osgoode+Ottawa",45.1163845,-75.5374395,,1,,2-Storey,,3,3,,,,,"975,000"
892,"20+Spruce+Street,West+Centre+Town+Ottawa",45.4097722,-75.7115471,K1R 6N7,89,Residential,Row Unit,,5,2,1,0,30.16,5.16,"749,000"
893,"2000+Garfield+Avenue,Braemar+Park+Ottawa",45.3650094,-75.7592306,K2C 0W8,20,Residential,Detached,1970,4,3,6,2,29.63,25.91,"1,055,000"
894,"54+Hummingbird+Crescent,Barrhaven+Ottawa",45.2699903,-75.7670483,K2J 3A4,25,Residential,Row Unit,1986,3,3,2,1,33.63,5.5,"475,000"
895,"2701+-+179+Metcalfe+Street,Centretown+Ottawa",45.4189118,-75.693733,K2P 0W1,97,Residential,Apartment,2014,2,3,2,2,0,0,"1,985,000"
896,"4695+Bank+Street,Leitrim+Ottawa",45.3256746,-75.5961793,K1T 3W7,35,Residential,Detached,1975,2,1,10,1,45.9,30.48,"639,000"
897,"179+Metcalfe+Street,Ottawa",45.4189118,-75.693733,K2P 1P7,97,Residential,,2014,0,,1,1,0,0,"50,000"
898,"515+-+320+Miwate+Private,Zibi+Ottawa",45.423376,-75.717421,K1R 6K8,52,Residential,Apartment,2020,2,2,1,1,0,0,"764,900"
899,"30+Leonard+Street,Old+Ottawa+South+Ottawa",45.3931923,-75.6892889,K1S 4T9,66,Residential,Semi Detached,2005,3,4,2,1,24.4,6.14,"1,089,000"
900,"3669+March+Road,Huntley+Ward+(south+West)+Ottawa",45.2794398,-76.1109958,K0A 1L0,1,Farm,Detached,1850,3,3,10,2,0,0,"1,339,000"
901,"3669+March+Road,Huntley+Ward+(south+West)+Ottawa",45.2794398,-76.1109958,K0A 1L0,1,Farm,Detached,1850,3,3,10,2,0,0,"1,339,000"
902,"806+-+88+Richmond+Road,Westboro+Ottawa",45.3964181,-75.7434666,K1Z 0B1,81,Residential,Apartment,2016,2,2,1,1,0,0,"585,000"
903,"713+-+300+Lisgar+Street,Centretown+Ottawa",45.4168584,-75.6964804,K2P 0E2,97,Residential,Apartment,2013,1,1,1,1,0,0,"389,900"
904,"1101+-+300+Lisgar+Street,Centretown+Ottawa",45.4168584,-75.6964804,K2P 0E2,97,Residential,Apartment,2013,1,1,1,1,0,0,"379,900"
905,"852+Woodroffe+Avenue,Whitehaven+Ottawa",45.3673023,-75.7720182,K2A 3G3,75,Residential,Semi Detached,2019,4,4,3,1,46.02,9.14,"949,000"
906,"1401+-+445+Laurier+Avenue,Centretown+Ottawa",45.4169238,-75.7037088,K1R 0A2,93,Residential,Apartment,2007,2,2,1,1,0,0,"489,000"
907,"320+Carleton+Avenue,Wellington+Village+Ottawa",45.3990193,-75.7418503,K1Y 0J8,79,Residential,Detached,2020,4,4,2,1,30.48,10.67,"1,638,000"
908,"1177+Kingston+Avenue,Carlington+Ottawa",45.3778728,-75.7237422,K1Z 8K5,41,Residential,Semi Detached,2020,3,4,4,1,30.48,7.62,"959,000"
909,"3079+Navan+Road,Chapel+Hill+South+Ottawa",45.4311823,-75.5186042,K4B 1H9,1,Lots/Acreage,,,,,,,61.49,69.91,"1,300,000"
910,"1203+-+179+George+Street,Byward+Market+Ottawa",45.4290087,-75.6878022,K1N 1J8,97,Residential,Apartment,2006,1,1,1,1,0,0,"399,900"
911,"79+Stillwater+Drive,Crystal+Beach+Ottawa",45.3453374,-75.8293898,K2H 5K3,11,Residential,Detached,1964,5,3,3,1,30.48,18.9,"749,900"
912,"889+Pinecrest+Road,Queensway+Terrace+North+Ottawa",45.3565777,-75.7937638,K2B 6B1,49,Residential,Semi Detached,2019,4,4,3,1,0,10.67,"799,000"
913,"887+Pinecrest+Road,Queensway+Terrace+North+Ottawa",45.3566901,-75.7935424,K2B 6B1,49,Residential,Semi Detached,2019,4,4,3,1,20.88,10.67,"799,000"
914,"4941+Mcneely+Road,Bearbrook+Ottawa",45.3841854,-75.3550536,K4B 0J3,1,Residential,Detached,2008,5,3,12,3,716.89,243.84,"1,899,999"
915,"73+Villa+Crescent,Hogs+Back+Ottawa",45.3727149,-75.7054828,K2C 0H7,35,Residential,Detached,1987,4,4,4,2,29.14,24.19,"1,350,000"
916,"131+Stanley+Avenue,New+Edinburgh+Ottawa",45.4401907,-75.6891759,K1M 1N8,40,Residential,Detached,1875,5,4,4,2,30.18,18.36,"1,999,900"
917,"155+Maskinonge+Crescent,Cumberland+Ottawa",45.4438198,-75.4866164,,8,,2-Storey,,4,5,,,,,"879,900"
918,"1607+-+195+Besserer+Street,Sandy+Hill+Ottawa",45.4275212,-75.6869208,K1N 0B6,96,Residential,Apartment,2015,1,1,1,1,0,0,"459,000"
919,"701+-+445+Laurier+Avenue,Centre+Town+Ottawa",45.4169238,-75.7037088,K1R 0A2,93,Residential,Apartment,2007,2,2,1,1,0,0,"479,900"
920,"6033+Richmond+Road,Fallowfield+Ottawa",45.2558879,-75.8240509,K0A 2Z0,1,Lots/Acreage,,,,,,,556.46,208.12,"649,500"
921,"2715+Eagleson+Road,Fallowfield+Ottawa",45.2408969,-75.8322586,K2S 1B8,1,Lots/Acreage,,,,,,,1694.94,209.17,"2,407,500"
922,"2771+Eagleson+Road,Fallowfield+Ottawa",45.229369,-75.8337284,K0A 2Z0,1,Lots/Acreage,,,,,,,533.58,214.79,"661,200"
923,"6249+Richmond+Road,Fallowfield+Ottawa",45.2380887,-75.8126893,K0A 2Z0,1,Lots/Acreage,,,,,,,1745.71,209.93,"2,530,500"
924,"401+-+265+Poulin+Avenue,Ottawa+Ottawa",45.3664273,-75.7933502,,�,,Apartment,,2,2,,,,,
925,"39+Starwood+Road,St.+Claire+Gardens+Ottawa",45.3578252,-75.7426759,K2G 1Y9,77,Lots/Acreage,,,,,,,27.43,13.7,"399,900"
926,"152+Torbolton+Ridge+Road,Ottawa",45.4699356,-76.132288,K0A 3M0,1,Lots/Acreage,,,,,,,109.02,102.64,"110,000"
927,"6043+Russell+Road,Carlsbad+Springs+Ottawa",45.3778756,-75.4864259,K0A 1K0,1,Residential,Detached,1970,3,2,10,1,45.72,30.48,"489,900"
928,"38+Twilight+Crescent,Rothwell+Heights+Ottawa",45.4477988,-75.6109467,K1J 6M3,34,Residential,Detached,1986,6,5,12,2,71.47,31.44,"1,499,900"
929,"1803+-+1035+Bank+Street,Glebe+Ottawa",45.397546,-75.6846857,K1S 5K3,71,Residential,Apartment,2015,2,3,4,4,0,0,"1,800,000"
930,"1038+Arnot+Road,Courtland+Park+Ottawa",45.3672825,-75.7128649,K2C 0H4,45,Residential,Detached,1963,4,3,6,0,35.18,12.54,"794,900"
931,"502+-+300+Lisgar+Street,Ottawa",45.4143564,-75.7028332,K2P 0E2,97,Residential,Apartment,2013,1,1,0,0,0,0,"325,000"
932,"10+Thornton+Avenue,The+Glebe+Ottawa",45.4003276,-75.6885374,K1S 2R9,88,Residential,Detached,1920,5,4,4,1,26.82,10.97,"1,839,000"
933,"1179+Kingston+Avenue,Carlington+Ottawa",45.377855,-75.723863,K1Z 8K5,41,Residential,Semi Detached,2020,3,4,4,1,30.48,7.62,"959,000"
934,"1+Tradewinds+Drive,Winding+Way+Ottawa",45.2887413,-75.7006177,K2G 6Y4,10,Residential,Detached,2009,5,6,6,2,52.01,21.4,"1,800,000"
935,"608+-+88+Richmond+Road,Hampton+Park+Ottawa",45.3964181,-75.7434666,K1Z 0B1,81,Residential,Apartment,2014,1,1,1,1,0,0,"429,900"
936,"304+Elmgrove+Avenue,Westboro+Ottawa",45.3938842,-75.7532422,K1Z 6V1,79,Multifamily,,2019,,,2,0,30.13,9.08,"2,450,000"
937,"609+-+700+Sussex+Drive,Byward+Market+Ottawa",45.4257961,-75.6940846,K1N 1K4,96,Residential,Apartment,2005,1,1,1,1,0,0,"625,000"
938,"401+-+300+Lisgar+Street,Centretown+Ottawa",45.415834,-75.7000674,K2P 0E2,97,Residential,Apartment,2013,1,1,1,1,0,0,"369,900"
939,"PH11+-+360+Mcleod+Street,Centretown+Ottawa",45.4113856,-75.6928038,K2P 1A9,94,Residential,Apartment,2013,1,1,1,1,0,0,"439,900"
940,"247+Keyrock+Drive,Kanata+Lakes+Ottawa",45.3212225,-75.9347267,K2T 0E1,10,Residential,Detached,2013,6,5,6,2,33.09,13,"1,385,000"
941,"1951+Fairmeadow+Crescent,Alta+Vista+Ottawa",45.3857003,-75.6500055,K1H 7B8,32,Residential,Detached,1968,4,4,8,2,30.48,24.38,"1,349,900"
942,"511+Chapel+Street,Sandy+Hill+Ottawa",45.4222075,-75.6734521,K1N 8A1,68,Multifamily,,1935,,,3,1,30.48,9.75,"889,900"
943,"636+Gabriola+Way,Richardson+Ridge+Ottawa",45.317411,-75.9435423,K2T 0M1,1,Residential,Detached,2018,4,3,4,2,31.7,12.8,"935,999"
944,"4+-+520+Fenerty+Court,Katimavik+Gardens+Ottawa",45.3072747,-75.8978627,K2L 3B1,41,Residential,Stacked,1984,2,2,1,0,0,0,"199,900"
945,"1014+-+324+Laurier+Avenue,Centre+Town+Ottawa",45.4181921,-75.6993538,K1N 6P6,98,Residential,Apartment,2009,2,2,1,1,0,0,"540,000"
946,"114+King+George+Street,Overbrook/+Castle+Heights+Ottawa",45.4251444,-75.6597487,K1K 1V3,55,Lots/Acreage,,,,,,,25.91,15.24,"565,000"
947,"1208+-+195+Besserer+Street,Sandy+Hill+Ottawa",45.4275212,-75.6869208,K1N 7J6,96,Residential,Apartment,2015,0,1,0,0,0,0,"315,000"
948,"1009+-+238+Besserer+Street,Sandy+Hill+Ottawa",45.4277362,-75.6856101,K1N 6B1,95,Residential,Apartment,2012,1,1,0,0,0,0,"375,000"
949,"19+-+202+St+Patrick+Street,Byward+Market+Ottawa",45.4302203,-75.6940897,K1N 5K3,93,Residential,Apartment,2012,0,1,0,0,0,0,"294,900"
950,"2115+St+Laurent+Boulevard,Elmvale+Acres+Ottawa",45.3932276,-75.6194822,K1G 1A7,64,Residential,Semi Detached,1963,4,3,3,0,44.01,9.14,"450,000"
951,"511+Chapel+Street,Sandy+Hill+Ottawa",45.4222075,-75.6734521,K1N 8A1,68,Multifamily,,1935,,,3,1,30.48,9.75,"889,900"
952,"2308+-+195+Besserer+Street,Rideau+Ottawa",45.4275212,-75.6869208,,96,,Multi-Level,,0,1,,,,,"299,888"
953,"5+-+1204+Shillington+Avenue,Carlington+Ottawa",45.3806936,-75.7273666,K1Z 7Z4,57,Residential,Apartment,1988,2,1,1,0,0,0,"295,000"
954,"1271+Collins+Avenue,Ridgemont+Ottawa",45.3776644,-75.6633462,K1V 6C7,81,Residential,Detached,,4,2,2,0,30.42,15.24,"715,500"
955,"1888+Kingsdale+Avenue,Blossom+Park+Ottawa",45.3515194,-75.6172095,K1T 1J1,24,Residential,Detached,2020,4,3,4,2,30.52,14.77,"1,099,000"
956,"103+-+200+Inlet+Private,Ottawa",45.4993072,-75.4793176,K4A 5H3,3,Residential,Apartment,2019,1,1,1,1,0,0,"434,500"
957,"2930+Mccarthy+Road,Riverside+Park+South+Ottawa",45.3633191,-75.6767831,K1V 8K6,13,Residential,Detached,1954,3,2,2,2,87.29,55.69,"1,499,900"
958,"6861+Fallowfield+Road,Stittsville+Ottawa",45.2156716,-75.925016,K2S 1B8,1,Farm,Detached,1998,4,3,100,12,0,0,"1,849,000"
959,"6861+Fallowfield+Road,Stittsville+Ottawa",45.2156716,-75.925016,K2S 1B8,1,Farm,Detached,1998,4,3,100,12,0,0,"1,849,000"
960,"554+Creekview+Way,Findlay+Creek+Village+Ottawa",45.3124647,-75.6158198,K1T 3T8,5,Residential,Detached,2012,4,4,4,2,32,13.82,"775,000"
961,"44+Davidson+Drive,Rothwell+Heights+Ottawa",45.4488137,-75.6091963,K1J 8V5,35,Residential,Detached,1978,5,6,10,4,42.81,34.79,"2,350,000"
962,"2340+Lookout+Drive,Cambrian+Heights+Ottawa",45.5091084,-75.4135996,K4C 1C1,1,Multifamily,,1993,,,14,,81.96,35.67,"995,000"
963,"202+-+9+Chapleau+Avenue,Lindenlea+Ottawa",45.442079,-75.6726669,K1M 1E4,80,Residential,Apartment,2011,2,1,0,0,0,0,"475,000"
964,"3+Starling+Crescent,Nepean+Ottawa",45.2708088,-75.7523694,,�,,2-Storey,,3,3,,,,,
965,"2930+Mccarthy+Lot+Road,Riverside+Park+South+Ottawa",45.363152,-75.676287,K1V 8K6,13,Lots/Acreage,,,,,,,87.29,55.69,"1,499,900"
966,"1316+Dorchester+Avenue,Carlington+Ottawa",45.377217,-75.7304218,K1V 8E7,52,Lots/Acreage,,,,,,,41.15,15.24,"330,000"
967,"3196+Barlow+Crescent,Dunrobin+Shores+Ottawa",45.4724589,-75.9860642,K0A 1T0,2,Residential,Detached,1979,5,5,10,3,95.1,45.77,"1,489,000"
968,"4415+Paden+Road,Rideau+Goulbourn+Ottawa",44.9997424,-75.8055352,K0A 1B0,1,Lots/Acreage,,,,,,,0,0,"110,000"
969,"101+-+364+Queen+Elizabeth+Drive,Glebe+Ottawa",45.4043535,-75.6823661,K1S 5W3,84,Residential,Apartment,2019,3,3,1,1,0,0,"1,975,000"
970,"625+Donat+Street,Vanier+Ottawa",45.4383652,-75.6519897,K1K 3L8,72,Residential,Detached,1974,6,3,5,0,35.47,4.14,"900,000"
971,"215+Dovercourt+Avenue,Westboro+Ottawa",45.3858435,-75.7434969,K1Z 7H3,72,Residential,Semi Detached,,2,2,3,1,0,22.86,"598,888"
972,"305+-+200+Rideau+Street,Byward+Market+Ottawa",45.429285,-75.6855887,K1N 5Y1,97,Residential,Apartment,2008,1,1,0,0,0,0,"349,900"
973,"301+-+354+Gladstone+Avenue,Centre+Town+Ottawa",45.4134735,-75.6907993,K2P 0R4,94,Residential,Apartment,2011,2,1,1,1,0,0,"434,900"
974,"513+Edison+Avenue,Highland+Park/+Westboro+Ottawa",45.3880219,-75.7521242,K2A 1V3,74,Residential,Detached,1935,5,3,2,0,30.48,10.47,"1,199,800"
975,"6728+Notre+Dame+Street,Chateauneuf+Ottawa",45.4654371,-75.5336082,K1C 1H3,54,Residential,Detached,2020,4,3,6,2,96.48,11.29,"689,000"
976,"201+Crichton+Street,New+Edinburgh+Ottawa",45.4396399,-75.6836818,K1M 1W1,67,Residential,Detached,,4,2,3,0,41.76,10.97,"899,000"
977,"1378+Mcmahon+Avenue,Blossom+Park+Ottawa",45.3439286,-75.6393893,K1T 1C3,29,Residential,Detached,1982,5,4,10,3,45.72,30.48,"1,099,000"
978,"69+Donald+Street,Overbrook+Ottawa",45.4273101,-75.666426,K1K 1N3,69,Multifamily,,2016,,,4,1,30.48,17.75,"3,050,000"
979,"814+Adencliffe+Drive,Fallingbrook+Ottawa",45.4834613,-75.4810141,K4A 3E3,28,Residential,Detached,1989,4,4,6,2,53.49,14.05,"950,000"
980,"5+-+12+Clarence+Street,Byward+Market+Ottawa",45.4282608,-75.6953477,K1N 5P3,95,Residential,Apartment,1998,1,1,1,1,0,0,"399,900"
981,"10+Scotia+Place,Old+Ottawa+South+Ottawa",45.3929698,-75.6799713,K1S 0X9,81,Residential,Row Unit,2006,2,3,3,2,22.28,15.34,"1,395,000"
982,"59+Telmon+Street,Ottawa+East+Ottawa",45.408303,-75.6734158,K1S 5P7,47,Residential,Detached,2017,3,4,2,2,16.81,14.89,"1,775,000"
983,"134+Archie+Street,Constance+Bay+Ottawa",45.4920705,-76.0913133,K0A 3M0,1,Residential,Detached,1989,6,5,10,2,154.53,39.01,"575,000"
984,"275+Wall+Road,Ottawa",45.431578,-75.4819145,K4B 1J8,6,Lots/Acreage,,,,,,,0,130.52,"1,200,000"
985,"1601+Ortona+Avenue,Carleton+Heights+Ottawa",45.3606585,-75.7076623,K2C 1W4,37,Residential,Detached,1948,3,1,4,1,54.74,16.02,"749,900"
986,"304+Rywalk+Circle,Solera+Ottawa",45.3578099,-75.6396015,K1T 0C7,47,Residential,Detached,2011,4,5,4,2,26.8,15.24,"1,100,000"
987,"8+-+890+Cahill+Drive,Hunt+Club+Ottawa",45.3482551,-75.6637782,K1V 9A4,49,Residential,Row Unit,1976,2,4,1,0,0,0,"404,500"
988,"23+Lowrey+Street,Hintonburgh+Ottawa",45.4063248,-75.7258385,K1Y 2S5,76,Multifamily,,1940,,,3,0,30.18,10.06,"898,900"
989,"4357+Louis+Forget+Road,Osgoode+Ottawa",45.1163845,-75.5374395,,1,,2-Storey,,3,3,,,,,"975,000"
990,"609+-+310+Centrum+Boulevard,Orleans+Ottawa",45.4812737,-75.507593,K1E 3W8,68,Residential,Apartment,2012,2,2,1,1,0,0,"499,900"
